"ht_ce","hajek_ce","naive_diff_ce","var_ht_ce","var_hajek_ce","ht_ce_w_re","hajek_ce_w_re","ce_contrast","iter"
-1.04858034247098,-0.667648279694289,-0.620012120510176,2.36995580987312,2.20397143955693,-1.12069132882097,-1.54580229423108,"c11-c00",19
-1.09077302920663,-0.733444887763641,-0.746322420307845,2.40846920314388,2.24081198852375,-4.02737591557821,-1.9665771311822,"c11-c00",20
-1.04758666110633,-0.690617790141031,-0.708883777167614,2.44780073947753,2.30188150706653,-2.48540692266801,-0.714334099201644,"c11-c00",21
-1.24097716284515,-0.944415249646632,-0.844432135744489,2.48597726629006,2.28382390028385,-1.85981320269793,-1.34140523125551,"c11-c00",22
-1.01147582266293,-0.667642325252554,-0.674899647999049,2.46511155225293,2.33483595473852,-1.34518662772176,-2.60735088270432,"c11-c00",23
-1.04206532200657,-0.628162959031951,-0.710845889046513,2.51091380704481,2.30254146024521,-1.87802767956016,-3.56342181473815,"c11-c00",24
-1.0333481637957,-0.667193957899986,-0.596561162685749,2.32282406158892,2.15590814817812,0.389754418301598,-0.522453141091945,"c11-c00",25
-1.005473865637,-0.652118561103847,-0.541127945839811,2.47020883518068,2.27956540442047,-0.543952852612044,-0.724260879546607,"c11-c00",26
-1.15289761722386,-0.795686253894542,-0.711081780421495,2.41187530934667,2.17482470131376,-2.66512255753196,-2.89439595880606,"c11-c00",27
-1.20259778649246,-0.809973159100464,-0.740548970104495,2.38671792581272,2.17532334459174,-2.37098796376871,0.261164572322893,"c11-c00",28
-1.12449803452913,-0.734717638240517,-0.764176404674053,2.43025513276466,2.23222070050285,-1.4821423820598,-0.876542121783234,"c11-c00",29
-1.10098942487468,-0.725794492272239,-0.629803450817315,2.4006287082528,2.18521261283757,-3.8968042667107,-4.28955122978327,"c11-c00",30
-1.12971366589086,-0.774287145333209,-0.655674458498871,2.46645993891612,2.24067684416211,0.545434744538109,1.55384014540015,"c11-c00",31
-0.98251486360023,-0.696798293452059,-0.683607539979141,2.46223687599167,2.31041691535635,-1.68854996504154,-1.79715007986274,"c11-c00",32
-1.07626052260383,-0.767375298236207,-0.745851916370056,2.43829339676219,2.24041452453981,-2.98190867003326,-1.07615635323675,"c11-c00",33
-0.964426593640551,-0.565183199594357,-0.672740221839133,2.44608646187092,2.28315677535675,-1.11821452505512,2.87522682098628,"c11-c00",34
-0.933082054176229,-0.594521568377841,-0.619455052457338,2.48095994061622,2.37040756943498,0.518317462004613,-0.25545615204989,"c11-c00",35
-0.795946231143219,-0.556238502239651,-0.521216548007506,2.67339817136399,2.57271320384957,0.238480241494162,1.16790181747692,"c11-c00",36
-1.0793673910002,-0.643418252392181,-0.665278116853181,2.41521800394842,2.20242673329675,1.54037735351396,0.323954424291629,"c11-c00",37
-0.922853205835896,-0.483214563342748,-0.575040914551562,2.38693922019795,2.18730202466202,0.567508415161677,0.685120409586494,"c11-c00",38
-0.994221000856417,-0.655892875482336,-0.583222504880573,2.41126661299999,2.28926008454791,-0.604941253720529,1.7834510605987,"c11-c00",39
-1.16942098113179,-0.840683323001198,-0.79639898082242,2.53084490902993,2.31362579357847,-2.58572293778224,-3.49275529914623,"c11-c00",40
-1.1352082975238,-0.687048930998932,-0.645899189295426,2.43129379874994,2.21829076726513,-3.50416881699058,-0.912147161589819,"c11-c00",41
-0.913942553537132,-0.528436782755849,-0.562670311520174,2.49001307844374,2.33744843987339,-1.70993221444916,2.48001151112591,"c11-c00",42
-1.04000216920191,-0.766322842563943,-0.746144714601658,2.54716242950259,2.37083822691891,-2.84039093435506,-0.706710648003945,"c11-c00",43
-1.16551858704612,-0.759236666797557,-0.789345110133711,2.46124417545776,2.23723633057877,-2.15051548749689,-2.54746475950938,"c11-c00",44
-1.04164758244291,-0.650649200730596,-0.647985120471692,2.31924954448085,2.12630832823815,-1.24137043508945,-0.62720003668029,"c11-c00",45
-1.11093613502792,-0.726909388564048,-0.628992497283945,2.58351832185711,2.36005483724955,-0.391390882972042,-2.05213317058116,"c11-c00",46
-1.10174491349613,-0.780403211977619,-0.787115581241616,2.38187667682759,2.22538647481701,0.165038937921284,-2.48836694705048,"c11-c00",47
-1.15481710614034,-0.790113197793731,-0.648883600753578,2.45730865653804,2.25114026835316,-1.40018963808503,-1.76494507363837,"c11-c00",48
-0.829748186141151,-0.52611299719082,-0.591630853824821,2.37849632914821,2.27074702455267,-1.27315968610533,2.3469752618474,"c11-c00",49
-1.0926904353147,-0.792337857269791,-0.80027635041708,2.3530195998503,2.19104074975297,0.617144834555424,-0.591794053835073,"c11-c00",50
-0.962560816907905,-0.630149350110768,-0.629973844837697,2.38271675810237,2.22334833370811,-0.0896387780889374,-0.305890171406219,"c11-c00",51
-0.933827712235869,-0.518187937423449,-0.556471447358506,2.32548347445941,2.15426428886215,-0.609909806673661,-2.02623524881023,"c11-c00",52
-0.766590788870673,-0.405057358783748,-0.557875748141807,2.41995187230208,2.32419442709003,-0.453423748923368,1.5703365449027,"c11-c00",53
-1.31016029791151,-0.957178264275344,-0.832468639682675,2.46972246390513,2.22848171555475,-2.24982320774767,-0.485905469841062,"c11-c00",54
-0.982377576204181,-0.657912283201927,-0.710152281539585,2.24846256716746,2.10902001974509,1.02891677881514,-1.81617405103002,"c11-c00",55
-1.04920518923111,-0.69775771479305,-0.637866120037009,2.61199755024391,2.44742841506272,2.21249404783291,-1.24841171814985,"c11-c00",56
-1.11805791347444,-0.749150693277617,-0.709412445500857,2.37676007500343,2.16034068748156,1.1798468250117,0.652485930858772,"c11-c00",57
-0.861561253512373,-0.472380010409894,-0.592615393104496,2.34495895111335,2.20803756875511,1.64566019072285,-0.289871969835467,"c11-c00",58
-0.934138962746472,-0.56902931595106,-0.681301659309271,2.4735380645583,2.33252953490861,-3.88473464427799,-2.57295088601949,"c11-c00",59
-0.962662532950256,-0.619223105982383,-0.628019111904619,2.34760144636224,2.22354192664746,-0.288862324814742,0.00272834446365189,"c11-c00",60
-1.08294841132704,-0.730694964325892,-0.771107830714804,2.36342762032426,2.18255619731892,-2.78566329578406,-0.125878676557893,"c11-c00",61
-0.846503026210767,-0.549756294042127,-0.56261899196288,2.40073744148887,2.30194504947127,-0.83997343423793,0.722840064586237,"c11-c00",62
-0.941475372302924,-0.649803159094841,-0.680996899753012,2.43834511774184,2.34574031753704,-0.305611432194822,0.243109910496757,"c11-c00",63
-1.03120337531628,-0.746113889084758,-0.658690662349612,2.42723246124688,2.27745133511224,-0.362825854990996,-1.97389047192184,"c11-c00",64
-1.12115973090831,-0.748122528484343,-0.767277789939176,2.38489859247807,2.17957698745479,-2.46881069084248,-2.11026152747116,"c11-c00",65
-1.02641928573331,-0.697378312776197,-0.661863691460203,2.46061110569077,2.27121151688199,-3.28747441124709,-2.55390601431027,"c11-c00",66
-1.07686048406958,-0.708664896969779,-0.681977669658988,2.44474635013084,2.29585705052261,-1.36815700509114,-2.89076974479099,"c11-c00",67
-1.11744244437061,-0.769666009233421,-0.742442549326551,2.5550776143426,2.36644021338771,-0.507832114244621,0.78778510037787,"c11-c00",68
-0.947884005679434,-0.585528520380446,-0.59729237622208,2.38077526139749,2.20689135205976,0.975569578120269,-1.79269419794113,"c11-c00",69
-0.866197608007512,-0.562851664333,-0.550239420347306,2.38083502748798,2.26909685937335,-0.314428516396399,-0.0636153629800403,"c11-c00",70
-0.938154586976464,-0.617965334147128,-0.598216855550441,2.38214829001647,2.22633770944125,-2.3359031813933,-2.62477695069157,"c11-c00",71
-1.14539058193349,-0.836142832828308,-0.67944208944595,2.38895997050257,2.15494125007505,0.317810479080358,-1.03868032393875,"c11-c00",72
-0.855201010877446,-0.538252530342799,-0.567788740452869,2.31230011634689,2.1616190718457,-1.36453384895383,0.566207994894962,"c11-c00",73
-0.951266134289683,-0.64608968755641,-0.644454181054597,2.32683391080553,2.19055220862371,-1.86022377833741,-0.981665305992954,"c11-c00",74
-0.870909603060823,-0.484240595372766,-0.473605423231134,2.3649278738332,2.17990562660336,1.61262840019873,-1.87049976457178,"c11-c00",75
-1.06341908449336,-0.751531275186766,-0.64807830990092,2.45856764759734,2.24145066052906,2.54268392127253,0.0945202642685962,"c11-c00",76
-0.980451332095004,-0.633368965783254,-0.688835796379236,2.45569228918556,2.33428142546088,-0.395778430673598,-0.575682149282627,"c11-c00",77
-0.909208002701532,-0.574964572989976,-0.67341644492189,2.47103052530135,2.33215311427763,-0.0632285010449981,-0.829697744266315,"c11-c00",78
-0.97176169463252,-0.495239684089793,-0.591486536389535,2.41318696392941,2.21206026521431,-5.76439748776296,-0.221051592279501,"c11-c00",79
-0.93937419800228,-0.540307540455826,-0.606028394293528,2.3442371569023,2.19670896890809,-1.81903346532533,-1.35718969105684,"c11-c00",80
-1.11674832110632,-0.757692674410273,-0.624761479362792,2.42704378531274,2.20676476995305,-0.187350312968628,-0.0327685636246506,"c11-c00",81
-0.949289477493168,-0.60885248102763,-0.673632552674615,2.47089979661608,2.28735943377599,1.62693737902741,-3.36195752151276,"c11-c00",82
-0.8235220024427,-0.475484999629222,-0.51373421810105,2.33649807623823,2.23066727210893,0.159684555905369,1.4309968284077,"c11-c00",83
-1.06276601575181,-0.712983813942942,-0.555055357395757,2.61379058013968,2.45064865926397,-2.30057492671298,-1.76736226072859,"c11-c00",84
-1.08821088137852,-0.777573142590568,-0.65428234566105,2.66835644524623,2.50361539343495,-0.75250090572669,-0.977900512364052,"c11-c00",85
-1.05175119272986,-0.702603395608853,-0.669658270978317,2.4025658685386,2.20687476877802,-3.94011594052985,-1.72252396157457,"c11-c00",86
-0.984755062088614,-0.676229755621877,-0.708877973960786,2.3795668711011,2.20205656856177,-2.07607180225264,1.00582442041132,"c11-c00",87
-0.900689220095726,-0.550709192741379,-0.601384004173536,2.45483241532727,2.32859159069095,-2.09352168029192,-0.282689083281607,"c11-c00",88
-1.01236381155273,-0.601732553363477,-0.560524871518929,2.43028024234064,2.22740678720101,-2.60389115187109,1.97631229715341,"c11-c00",89
-0.883778518487383,-0.525795315597029,-0.605242140276886,2.36749774475293,2.22047201688154,-1.20150275096097,-2.84494066277458,"c11-c00",90
-0.858203013091094,-0.534493713388335,-0.612850793026075,2.52661978014584,2.40459719516863,1.95382293269804,-2.52480993520288,"c11-c00",91
-1.10365336516855,-0.802572692014707,-0.800590940944506,2.48911503937853,2.31482854833392,0.396346689633828,-2.08179081284808,"c11-c00",92
-0.897792446350424,-0.473873270779845,-0.608444998655932,2.39777179095848,2.24045684054563,-2.27044907467629,-1.01716243159794,"c11-c00",93
-1.01225460089054,-0.660024954827058,-0.690463387864855,2.406937642932,2.24742632173386,-0.0297997916304615,-0.711670748622987,"c11-c00",94
-0.920165037407584,-0.520956883145935,-0.480334065048143,2.4902707684082,2.3380329645239,-2.74996670229379,1.18105473962463,"c11-c00",95
-1.14820941121313,-0.759414694978464,-0.743313460702159,2.44143135956176,2.26885371707445,-0.281479498238128,-2.22376990692229,"c11-c00",96
-0.776969292087875,-0.418491233968197,-0.56771016939058,2.476996784304,2.37631779502516,-1.23224390615996,0.661443497971473,"c11-c00",97
-1.17112204523925,-0.752848059640784,-0.708512130683746,2.40132694421887,2.20070449121316,0.0220317518507773,0.493850077059096,"c11-c00",98
-0.918328486293753,-0.548537665299258,-0.641874048625591,2.33198798488448,2.16920388057942,1.94069787008259,-3.83992800529057,"c11-c00",99
-0.952020967534041,-0.594677739739106,-0.583519408426862,2.38506757734917,2.19559008920169,-0.211742518529632,-0.726181257635663,"c11-c00",100
-1.06483578642485,-0.760593558240724,-0.716311444787705,2.35340863321305,2.17610413218962,-0.592998876213752,0.642508643222832,"c11-c00",101
-0.933301147700278,-0.577749143061438,-0.534214978285607,2.52095671718696,2.33164438471892,-1.71003767769046,-0.437080749847379,"c11-c00",102
-1.23365467111075,-0.938928313810816,-0.88375150852741,2.38420779991805,2.19237380040376,-0.0155265116608569,-1.22261776294936,"c11-c00",103
-0.949243578505995,-0.602135634874829,-0.599323302351537,2.38259401467862,2.19102224820901,1.30529538238469,-1.83252607522141,"c11-c00",104
-1.03282340821599,-0.695000666549622,-0.712496915960504,2.41590635546587,2.24951861099789,-4.15562504741458,1.50848611402488,"c11-c00",105
-1.07317563797737,-0.728483298821411,-0.642341132737135,2.49179131847393,2.307079905262,0.255506112690848,-2.52918766557973,"c11-c00",106
-0.961972352518203,-0.58534090572426,-0.606059020916812,2.59933628768275,2.46489185165951,-1.3101653139096,0.696812308806856,"c11-c00",107
-0.903319402332699,-0.613699285028975,-0.726573666172753,2.48597459555314,2.35768194161393,-4.23834005207658,-0.280871608705802,"c11-c00",108
-1.18969086402206,-0.785373112087811,-0.745902494376036,2.38705728508724,2.17120930363753,-4.85490313801279,-0.489238897021596,"c11-c00",109
-0.981833451205216,-0.627168666978543,-0.59021404319726,2.47284262951984,2.29707526143327,-1.64697765748083,0.786267854546741,"c11-c00",110
-1.18236879697833,-0.838906850845462,-0.723082150663183,2.43080557183404,2.21332488649991,-1.39392338347892,-0.256804508441721,"c11-c00",111
-0.791412671453628,-0.439382967893392,-0.580465663408536,2.61557736748988,2.4848689178787,-2.88526549976697,-0.410027025596545,"c11-c00",112
-0.979252799960672,-0.593330292941172,-0.611745514365011,2.40659795570292,2.23019884651496,2.36089111652423,-0.630888227090514,"c11-c00",113
-1.01719217141309,-0.619301620432001,-0.638341033282481,2.29785253574609,2.10881611700342,-0.68862333836888,1.67577006776357,"c11-c00",114
-0.891841517564192,-0.598955652113542,-0.6769277782976,2.42988548498465,2.33354121250632,-2.02360771834112,-1.79617623772085,"c11-c00",115
-1.04378097967199,-0.701608833832422,-0.654625548300068,2.43999543360372,2.23096465849592,-2.47887178073656,-2.73858387857063,"c11-c00",116
-1.12761510093622,-0.727295343042214,-0.74460467376586,2.41180566414719,2.2039943346883,-1.60319866353582,0.0855306051730442,"c11-c00",117
-0.932538237502466,-0.637471908049378,-0.65402727810628,2.46964605610409,2.27317452767976,-1.98966191434458,-2.37967387295167,"c11-c00",118
-1.07443160346131,-0.689077340767452,-0.61075811184628,2.41696344117978,2.2085347349151,0.787814806709521,-1.70733091319859,"c11-c00",119
-0.95620955946487,-0.549552491604493,-0.627928533179359,2.41781149812077,2.26209051268781,0.939040561622229,-0.955222751936587,"c11-c00",120
-0.810986126767099,-0.421230306101108,-0.434423179965252,2.46866561943702,2.31916442269941,-0.494251888411822,-1.96785388497025,"c11-c00",121
-0.974687391844293,-0.613181214167071,-0.597981640955305,2.53398578450202,2.33119834887949,0.833132901373361,3.16668418853889,"c11-c00",122
-1.12359894850518,-0.703453881216149,-0.724411021107192,2.35615569578066,2.1656672765701,-2.79794040079082,-0.560253171436139,"c11-c00",123
-0.969099783872744,-0.577206688380402,-0.608196890124892,2.26758986312689,2.09182468611425,0.964508730163959,-0.100869676182422,"c11-c00",124
-1.1030045717218,-0.734214169589761,-0.684914973027784,2.35646724278661,2.17235678470485,-1.65213305258872,-0.660274675494682,"c11-c00",125
-1.10328271473874,-0.73130245478474,-0.666053550528853,2.33037527990631,2.18354075125529,-1.10477228532334,-1.69038954977913,"c11-c00",126
-1.05715584708402,-0.660611237392915,-0.634486657110067,2.27625383424097,2.07978710674862,-0.419449459012846,-0.254901148266622,"c11-c00",127
-1.2623323081676,-0.874106546346408,-0.80754126353014,2.33009928765567,2.12191808328621,-2.25333392640935,-2.35592525174911,"c11-c00",128
-0.947937783177894,-0.625049056339805,-0.622319624828024,2.57114810786868,2.38281497328999,-1.52862572188968,-0.0830366135514495,"c11-c00",129
-1.00731724116485,-0.642968445184253,-0.614695510542291,2.33468323148213,2.14014180013544,-2.73291076076291,-4.57232428160995,"c11-c00",130
-0.75204400210674,-0.494406911493529,-0.509801026247462,2.53732729247948,2.41086297344246,-0.972009559110119,-0.288851992515171,"c11-c00",131
-0.910056278500508,-0.523858606236322,-0.497146683936012,2.37984955555565,2.22194648040479,-0.492922871112303,-0.519632965249056,"c11-c00",132
-1.04377725846661,-0.601149505310913,-0.568612426239357,2.34910343552639,2.15805067079538,-2.70564443274875,-2.33653353763694,"c11-c00",133
-1.03076505578986,-0.657202121566292,-0.691316566508534,2.4351144009928,2.28376221138254,-1.00326905705177,0.0673767346795474,"c11-c00",134
-0.997926259347653,-0.687907865214557,-0.615562287331464,2.40002962514525,2.23930005756886,-1.25570911089545,-1.74223837497795,"c11-c00",135
-0.981935839249198,-0.61466528230924,-0.631524848870744,2.48064566575943,2.30625869280648,-1.13863163111533,0.164805891317242,"c11-c00",136
-1.1425750166863,-0.856825701974625,-0.728145331969154,2.46687282565568,2.35314685711954,1.23673321175166,-1.63194219155544,"c11-c00",137
-1.00329637037479,-0.688791569277275,-0.656592377128116,2.33966316881828,2.20238757351209,1.7807142657144,0.280378870953512,"c11-c00",138
-0.894956065872846,-0.489736891875735,-0.557255806716971,2.50733246429126,2.35824115554783,-0.386083380408086,-3.7208607236466,"c11-c00",139
-1.15220521662574,-0.803688176663045,-0.659522705653932,2.5100342245767,2.33583529588818,1.85633758819932,-1.82940054117791,"c11-c00",140
-1.018518941803,-0.665723727727881,-0.650960412272499,2.40311417067386,2.23647749255151,-0.949677047352538,0.711148653800218,"c11-c00",141
-1.08496364542782,-0.787178097787769,-0.742189710239068,2.42757453748471,2.25872815445656,-3.25435158818682,-1.35843506633243,"c11-c00",142
-1.02054881198514,-0.658695923697824,-0.716844909539557,2.34140477976227,2.18934635905135,-3.11358629203197,-1.26566981129189,"c11-c00",143
-1.01609752644231,-0.649955413617388,-0.672497117215896,2.40424015668456,2.23945648753966,-0.890470103966664,0.378837501799709,"c11-c00",144
-1.18926188767665,-0.839289511408295,-0.744628877259164,2.63586125269037,2.42892905287831,-1.58255455661336,3.13674726704635,"c11-c00",145
-1.03905490892873,-0.674010370969988,-0.671245534675187,2.38430696676562,2.20810477516203,-1.90543331573108,0.152773987854865,"c11-c00",146
-0.809966426456821,-0.400479447946171,-0.543378173055448,2.59667471337299,2.45953148886072,-0.564083283073031,-0.316012534887837,"c11-c00",147
-0.908052032193674,-0.593868090674859,-0.607037662658855,2.44321675772209,2.30091460803716,-1.35105472429693,0.1700953307549,"c11-c00",148
-1.08635526213809,-0.697539493369427,-0.641424629405574,2.34093890107289,2.14489570769391,-1.62419368477918,-0.897346264902034,"c11-c00",149
-0.96726921589096,-0.594710596030165,-0.683904240569961,2.38740200984298,2.24390960131026,-1.93581486514171,0.230744076735142,"c11-c00",150
-0.966474187254702,-0.577340768194636,-0.636036114589459,2.29962906090203,2.11712915529187,0.186213101281352,0.906498692596646,"c11-c00",151
-1.07185598690408,-0.74141641289003,-0.707788364626998,2.45009192117106,2.27356584656356,-1.36533886464566,-0.505576495273063,"c11-c00",152
-1.0664315079771,-0.724604727834388,-0.723561551622702,2.42776312249351,2.25301601611145,-3.46560697238911,-1.79302773642419,"c11-c00",153
-0.949703913812358,-0.511122381967517,-0.522020247820446,2.41206341224068,2.22197689941292,0.178535630610948,-2.03030260035312,"c11-c00",154
-1.01637518790583,-0.634348431281488,-0.656601828261197,2.33665338557727,2.15179002256824,-1.82407548194949,-1.91346596602965,"c11-c00",155
-1.04877996680683,-0.762137579495323,-0.660683195293706,2.6302039344592,2.47748462268065,-0.976191409242675,-2.3530245983635,"c11-c00",156
-1.15591927750222,-0.817256505747471,-0.724661854182458,2.5842888606625,2.34368036331713,0.5345848324831,-1.63665061683612,"c11-c00",157
-1.03989820009464,-0.645561601589927,-0.68857161464637,2.39788646645926,2.19525033652711,-1.01083616041962,0.312583597794846,"c11-c00",158
-0.85096929783036,-0.491626143427611,-0.498170728556818,2.3773147894024,2.26421348203125,-0.22320060430811,0.516389514218491,"c11-c00",159
-1.00349200981521,-0.659344079124283,-0.70524319788746,2.33144179377926,2.14323135799887,-1.54804304179081,0.249439475382225,"c11-c00",160
-0.984168296817139,-0.648081713489038,-0.671910231665481,2.57578589358934,2.48675925897771,-1.568336796915,-2.25382431822537,"c11-c00",161
-1.2176141451488,-0.950388606014773,-0.681077422235705,2.50696154365762,2.33789439673615,0.410629216845008,-3.21209992848657,"c11-c00",162
-1.0821218513057,-0.775083073832222,-0.711541954758532,2.31578958598861,2.15844385389815,-1.87560987528589,-2.24035756498796,"c11-c00",163
-1.21344500153214,-0.837979105641913,-0.798618390429283,2.40302282867974,2.16249908951599,-3.18372837655603,-1.78951948856831,"c11-c00",164
-1.14946510314178,-0.770344290182763,-0.735191839600308,2.46607354357176,2.26365244342134,-1.76960382240396,0.500850961997396,"c11-c00",165
-1.01491191921355,-0.726566838377428,-0.669674173049986,2.53821743536722,2.39315374277577,-0.516028472192598,-2.7011865255785,"c11-c00",166
-1.02215637579669,-0.572827584374812,-0.650865089488524,2.40789770081298,2.22845464515665,-1.67934290752376,1.78514611660798,"c11-c00",167
-1.05176184892562,-0.786301215648293,-0.695058438843089,2.44684302965003,2.2830534102876,-2.46213667710338,-0.197511446542627,"c11-c00",168
-0.91913426500016,-0.521781547040331,-0.585928558520789,2.38599981427376,2.21406801104519,-2.07805751916242,-1.05397623963998,"c11-c00",169
-0.944332231165147,-0.558944636296195,-0.631308442671765,2.40760853278171,2.21097623993783,-0.628421539769033,-0.954915995653083,"c11-c00",170
-0.99897296300363,-0.627348503612615,-0.628022196134354,2.46124407285533,2.28476804412027,-1.00197011670103,1.56873814332114,"c11-c00",171
-1.13724438635673,-0.762824360192574,-0.809139447605601,2.34196198232605,2.15766085833361,0.614368602702066,-0.035035746510122,"c11-c00",172
-1.0071216212841,-0.643574325522339,-0.63982266884897,2.26591719608862,2.10236021560986,-0.460468035924025,1.00867654220423,"c11-c00",173
-1.05049533203068,-0.67557223387699,-0.776111562623422,2.34701781824847,2.14265933865306,-1.14483140134686,-1.6576018483358,"c11-c00",174
-0.985817928631923,-0.629996603744469,-0.69630136523677,2.51606588834386,2.36340904311129,0.596122834231173,0.640381979503701,"c11-c00",175
-1.0714273274884,-0.755219211353964,-0.713522018951481,2.37038036370585,2.20222286172265,-3.17980124035605,-2.20384167947717,"c11-c00",176
-0.99195078253495,-0.639919714724981,-0.608985725910683,2.49505996781124,2.32663385883714,-0.947027553447716,0.0945829087602672,"c11-c00",177
-1.02504120762024,-0.69039666945379,-0.65676934214735,2.34066863932904,2.1476876224278,0.0050943089696911,-2.12831851655995,"c11-c00",178
-1.11111253994343,-0.740768041690111,-0.626825159752632,2.38878705029906,2.18410398538498,-0.120076041857256,-1.58580994073165,"c11-c00",179
-1.10416120148814,-0.786583043888553,-0.586395762934897,2.4758031858326,2.31019376609219,-0.225831122850645,-3.33399384455999,"c11-c00",180
-1.01857780765638,-0.679247731898877,-0.672518351547911,2.40095289446219,2.24795670208269,-1.74213669847068,-1.1646514814999,"c11-c00",181
-1.00998201956298,-0.715987488003716,-0.660069152779297,2.47972928308684,2.33112473519493,0.885297881046349,-1.59125040516369,"c11-c00",182
-1.07530182344313,-0.77638208000325,-0.738438229728206,2.61488928942872,2.49027168873623,-1.81700262333441,-0.960218517400201,"c11-c00",183
-0.915996846055729,-0.640247616629908,-0.787161219802381,2.40093874189425,2.28200669073719,0.662101071601463,-1.42979461499706,"c11-c00",184
-0.975310963378434,-0.636704995465051,-0.642247105362201,2.49785486649318,2.3183439260308,-0.664957710318715,0.0512053971688826,"c11-c00",185
-1.00431130899823,-0.672264559848045,-0.624166251123723,2.39482528218982,2.20863136535052,-2.82232275592154,-0.121438301466311,"c11-c00",186
-1.11695281891858,-0.728133484590155,-0.772335314894435,2.3632489992246,2.17622004843442,0.00635867161040848,1.14456006677619,"c11-c00",187
-0.962415305071091,-0.63676933777013,-0.643452427547441,2.42765174520393,2.27435839824272,0.902225701940223,0.820333481053512,"c11-c00",188
-0.976180463039292,-0.67203699600621,-0.639704323971262,2.35716543363487,2.17597144281487,0.356676316783889,-1.12556015723304,"c11-c00",189
-1.07930133768622,-0.721499609455111,-0.638554862192356,2.46210966800176,2.29841193757619,-0.31442642181998,-2.27121594598347,"c11-c00",190
-1.09750947453621,-0.749339321134796,-0.645005270023145,2.49963958923521,2.34990395285758,-0.937877447235961,2.44942440910127,"c11-c00",191
-0.935116593006999,-0.5190754963747,-0.632139465500275,2.44235407847531,2.28444696997573,-2.14486279235226,-0.445291007753154,"c11-c00",192
-0.924456276204352,-0.57101058518728,-0.593651951243177,2.4790613970939,2.33325549436128,3.46608488020809,-2.60107642680845,"c11-c00",193
-1.03436300556088,-0.67089733448118,-0.681842749415163,2.36758468926524,2.20332529484492,-1.34540869843282,-2.86914096710589,"c11-c00",194
-0.907711736416247,-0.495735289166329,-0.538740250203277,2.43959267106837,2.26431696207928,-0.972612072402129,-0.224581370609385,"c11-c00",195
-1.01012311339193,-0.679787201459793,-0.746707655920987,2.41806967205621,2.24459290793726,-1.00956034011618,-1.60063819302796,"c11-c00",196
-1.10576476080776,-0.720432133102384,-0.711841919642392,2.44205776502848,2.24444089221263,-1.94705882299463,-0.404093221947814,"c11-c00",197
-1.00662852563393,-0.68608616616076,-0.654796663749867,2.39977092297733,2.24908812469467,0.603302714477721,-0.168259173869508,"c11-c00",198
-1.02030979310902,-0.664212991227688,-0.593468229207567,2.4841797276889,2.29673048375158,-0.065453759566933,-0.638837460265175,"c11-c00",199
